ID,DEMOG_AGE,DEMOG_REGION,DEMOG_ETHNICITY,DEMOG_RELIGION,RESPONDENT_WEIGHT,DEMOG_SOCIAL_GRADE,HEALTH_VULNERABILITY,PRIVATE_NON_CONTACT,PRIVATE_CONTACT,PUBLIC_NON_CONTACT,PUBLIC_CONTACT
654,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.691588649,Higher managerial/professional/administrative,0,0,0,0,0
655,35-44,West Midlands,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Other,1.507508964,Intermediate managerial/ professional/ administrative,0,1.507508964,1.507508964,1.507508964,1.507508964
656,35-44,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.806950815,Intermediate managerial/ professional/ administrative,0.806950815,0.806950815,0,0.806950815,0
657,25-34,London,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Atheist or agnostic,1.385524879,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.385524879,1.385524879,0,0
658,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.742761434,Higher managerial/professional/administrative,0,0,0,0,0
659,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.691588649,Higher managerial/professional/administrative,0,0,0,0.691588649,0
660,45-54,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,0.786223072,Intermediate managerial/ professional/ administrative,0.786223072,0.786223072,0,0.786223072,0
661,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.673824156,Intermediate managerial/ professional/ administrative,0,0.673824156,0,0.673824156,0.673824156
662,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.611717201,Intermediate managerial/ professional/ administrative,0,0.611717201,0,0.611717201,0
663,35-44,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.806950815,Higher managerial/professional/administrative,0,0,0,0.806950815,0
664,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.315682004,Semi or unskilled manual worker,1.315682004,1.315682004,0,1.315682004,0
665,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.589610953,Intermediate managerial/ professional/ administrative,0,0,0,0,0
666,45-54,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.654314611,Higher managerial/professional/administrative,0,0.654314611,0,0.654314611,0
667,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.673824156,Higher managerial/professional/administrative,0,0,0,0.673824156,0
668,45-54,London,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Other,1.195348485,Higher managerial/professional/administrative,0,0,0,1.195348485,0
669,35-44,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.581826166,Intermediate managerial/ professional/ administrative,0,0.581826166,0.581826166,0.581826166,0
670,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.883005753,Supervisory or clerical/ junior managerial/ professional/ administrator,0.883005753,0.883005753,0,0.883005753,0
671,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.656980051,Intermediate managerial/ professional/ administrative,0,0,0,0.656980051,0
672,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.656980051,Intermediate managerial/ professional/ administrative,0,0,0,0.656980051,0
673,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.675381403,Intermediate managerial/ professional/ administrative,0,0,0,0.675381403,0
674,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.597381727,Higher managerial/professional/administrative,0,0.597381727,0,0.597381727,0
675,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.597381727,Higher managerial/professional/administrative,0,0,0,0.597381727,0
676,25-34,West Midlands,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,1.333407027,Intermediate managerial/ professional/ administrative,0,0,0,0,0
677,55-64,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.633238093,Higher managerial/professional/administrative,0.633238093,0,0,0,0
678,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.723682492,Higher managerial/professional/administrative,0,0,0,0.723682492,0
679,35-44,North West,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Hindu,1.3492613,Intermediate managerial/ professional/ administrative,0,0,0,0,0
680,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.838818227,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.838818227,0,0,0
681,18-24,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Muslim,0.67882772,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.67882772,0,0.67882772,0
682,25-34,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.69786798,Intermediate managerial/ professional/ administrative,0,0,0,0.69786798,0
683,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.656980051,Intermediate managerial/ professional/ administrative,0,0,0,0.656980051,0
684,18-24,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.811068501,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.811068501,0
685,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.591708161,Retired and living on state pension only,0,0,0,0,0
686,18-24,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.83411063,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
687,25-34,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.594005868,Intermediate managerial/ professional/ administrative,0,0,0,0,0
688,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.656980051,Intermediate managerial/ professional/ administrative,0,0,0,0.656980051,0
689,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.675381403,Higher managerial/professional/administrative,0,0.675381403,0.675381403,0.675381403,0
690,55-64,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.633238093,Higher managerial/professional/administrative,0,0.633238093,0,0.633238093,0
691,18-24,London,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Catholic,0.930821979,Supervisory or clerical/ junior managerial/ professional/ administrator,0.930821979,0.930821979,0.930821979,0.930821979,0.930821979
692,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,0.723682492,Intermediate managerial/ professional/ administrative,0,0.723682492,0.723682492,0,0
693,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.781027578,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.781027578,0
694,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.948342082,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.948342082,0
695,35-44,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.788988069,Intermediate managerial/ professional/ administrative,0,0.788988069,0,0.788988069,0
696,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.742761434,Intermediate managerial/ professional/ administrative,0,0,0,0.742761434,0
697,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.656980051,Higher managerial/professional/administrative,0,0,0,0.656980051,0
698,25-34,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.712005808,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.712005808,0,0.712005808,0
699,25-34,North West,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,1.523753011,Supervisory or clerical/ junior managerial/ professional/ administrator,1.523753011,1.523753011,0,1.523753011,0
700,45-54,London,"Other ethnic group - Arab, Any other ethnic group",Nothing in particular,1.761307837,Intermediate managerial/ professional/ administrative,0,0,0,0,0
701,45-54,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.786223072,Higher managerial/professional/administrative,0,0,0,0,0
702,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.673824156,Higher managerial/professional/administrative,0.673824156,0,0,0.673824156,0
